STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,citizen,Country of citizenship,age,Age class,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,AT,Austria,2013,,25333,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,AT,Austria,2014,,28612,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,AT,Austria,2015,,32052,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,AT,Austria,2016,,35326,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,AT,Austria,2017,,38094,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,AT,Austria,2018,,40182,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,AT,Austria,2019,,41957,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,AT,Austria,2020,,43621,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,AT,Austria,2021,,45362,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,AT,Austria,2022,,46707,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,AT,Austria,2023,,48477,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,AT,Austria,2024,,49782,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,1999,,0,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2000,,0,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2001,,412,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2002,,556,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2003,,824,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2008,,3001,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2009,,3396,,p,provisional,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2010,,4063,,p,provisional,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2011,,5428,,b,break in time series,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2012,,5395,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2013,,5508,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2014,,5663,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2015,,5792,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2016,,6053,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2017,,6151,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2018,,6343,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2019,,6490,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2020,,6736,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2021,,6849,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2022,,7157,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2023,,7366,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2024,,7604,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2008,,189,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2009,,185,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2010,,185,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2011,,184,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2012,,181,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2023,,297,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2024,,369,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2000,,42908,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2001,,23381,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2002,,24538,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2003,,30078,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2004,,33148,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2005,,34397,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2006,,49446,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2007,,58384,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2008,,67889,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2009,,76002,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2010,,73442,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2011,,71777,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2012,,81243,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2013,,85799,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2014,,91032,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2015,,96327,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2016,,101727,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2017,,107447,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2018,,111805,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2019,,116916,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2020,,121292,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2021,,95340,,b,break in time series,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2022,,101031,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2023,,104828,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2024,,110259,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,1998,,9242,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,1999,,9808,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2000,,12097,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2001,,14657,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2002,,17049,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2003,,18327,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2004,,19567,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2005,,20244,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2006,,21685,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2007,,25309,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2008,,25987,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2009,,25823,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2010,,26419,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2012,,29141,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2013,,34389,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2014,,39396,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2015,,43699,,b,break in time series,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2016,,47940,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2017,,49631,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2018,,52137,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2019,,53610,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2020,,54576,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2021,,54855,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2022,,56679,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2023,,54789,,b,break in time series,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DE,Germany,2024,,55116,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,1998,,51,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,1999,,65,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2000,,111,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2001,,127,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2002,,127,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2003,,140,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2004,,164,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2005,,184,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2006,,303,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2007,,301,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2008,,507,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2009,,777,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2010,,848,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2011,,919,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2012,,1073,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2013,,1300,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2014,,1539,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2015,,1871,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2016,,2401,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2017,,2688,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2018,,2919,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2019,,2988,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2020,,3073,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2021,,3168,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2022,,3480,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2000,,0,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2013,,11,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2014,,12,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2015,,116,,b,break in time series,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,SK,Slovakia,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2016,,119,,,,,
