STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,citizen,Country of citizenship,age,Age class,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,F,Females,LV,Latvia,2024,,2562,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,F,Females,MT,Malta,2024,,19090,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,F,Females,NL,Netherlands,2024,,369808,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,F,Females,PL,Poland,2024,,9148,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,F,Females,PT,Portugal,2024,,84405,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,F,Females,RO,Romania,2024,,18116,,e,estimated,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,F,Females,SE,Sweden,2024,,141771,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,F,Females,SI,Slovenia,2024,,8700,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,F,Females,SK,Slovakia,2024,,14908,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,AT,Austria,2024,,452962,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,BE,Belgium,2024,,510677,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,BG,Bulgaria,2024,,16512,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,CY,Cyprus,2024,,50097,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,CZ,Czechia,2024,,104429,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,DE,Germany,2024,,2349823,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,DK,Denmark,2024,,144305,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,EE,Estonia,2024,,14371,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,EL,Greece,2024,,41079,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,ES,Spain,2024,,860843,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,FI,Finland,2024,,61972,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,FR,France,2024,,789412,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,HR,Croatia,2024,,9532,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,HU,Hungary,2024,,46438,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,IE,Ireland,2024,,177626,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,IT,Italy,2024,,578624,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,LT,Lithuania,2024,,1718,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,LU,Luxembourg,2024,,128414,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,LV,Latvia,2024,,4138,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,MT,Malta,2024,,24608,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,NL,Netherlands,2024,,375716,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,PL,Poland,2024,,23275,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,PT,Portugal,2024,,94871,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,RO,Romania,2024,,40705,,e,estimated,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,SE,Sweden,2024,,171391,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,SI,Slovenia,2024,,12158,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,TOTAL,Total,NR,Number,M,Males,SK,Slovakia,2024,,24494,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,AT,Austria,2024,,877037,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,BE,Belgium,2024,,803504,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,BG,Bulgaria,2024,,55578,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,CY,Cyprus,2024,,119077,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,CZ,Czechia,2024,,477450,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,DE,Germany,2024,,5769827,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,DK,Denmark,2024,,323762,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,EE,Estonia,2024,,121116,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,EL,Greece,2024,,365806,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,ES,Spain,2024,,3248304,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,FI,Finland,2024,,168411,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,FR,France,2024,,3029708,,p,provisional,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,HR,Croatia,2024,,44146,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,HU,Hungary,2024,,108646,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,IE,Ireland,2024,,419048,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,IT,Italy,2024,,2651008,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,LT,Lithuania,2024,,45632,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,LU,Luxembourg,2024,,154017,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,LV,Latvia,2024,,134865,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,MT,Malta,2024,,61540,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,NL,Netherlands,2024,,765744,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,PL,Poland,2024,,200899,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,PT,Portugal,2024,,495560,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,RO,Romania,2024,,85872,,e,estimated,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,SE,Sweden,2024,,382011,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,SI,Slovenia,2024,,74813,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,F,Females,SK,Slovakia,2024,,25010,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,AT,Austria,2024,,907844,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,BE,Belgium,2024,,830291,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,BG,Bulgaria,2024,,63533,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,CY,Cyprus,2024,,112908,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,CZ,Czechia,2024,,468110,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,DE,Germany,2024,,6339161,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,DK,Denmark,2024,,326182,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,EE,Estonia,2024,,125362,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,EL,Greece,2024,,378041,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,ES,Spain,2024,,3253978,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,FI,Finland,2024,,202934,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,FR,France,2024,,2998804,,p,provisional,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,HR,Croatia,2024,,71028,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,HU,Hungary,2024,,142076,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,IE,Ireland,2024,,399508,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,IT,Italy,2024,,2602650,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,LT,Lithuania,2024,,90413,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,LU,Luxembourg,2024,,163514,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,LV,Latvia,2024,,123178,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,MT,Malta,2024,,96828,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,NL,Netherlands,2024,,758129,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,PL,Poland,2024,,229347,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,PT,Portugal,2024,,549838,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,RO,Romania,2024,,145536,,e,estimated,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,SE,Sweden,2024,,452328,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,SI,Slovenia,2024,,128460,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,M,Males,SK,Slovakia,2024,,37977,,,,,
