STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,citizen,Country of citizenship,age,Age class,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,DE,Germany,2014,,1105190,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,DE,Germany,2019,,1502618,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,DE,Germany,2024,,1356873,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,DK,Denmark,2014,,51726,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,DK,Denmark,2019,,56867,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,DK,Denmark,2024,,76606,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,EE,Estonia,2014,,184979,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,EE,Estonia,2019,,172151,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,EE,Estonia,2024,,67742,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,EL,Greece,2014,,529969,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,EL,Greece,2019,,71114,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,EL,Greece,2024,,57589,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,ES,Spain,2014,,917142,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,ES,Spain,2019,,1004873,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,ES,Spain,2024,,2112939,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,FI,Finland,2014,,47301,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,FI,Finland,2019,,48844,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,FI,Finland,2024,,65522,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,FR,France,2014,,943584,,b,break in time series,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,FR,France,2019,,1075236,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,FR,France,2024,,1481698,,p,provisional,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,HR,Croatia,2014,,10030,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,HR,Croatia,2019,,9801,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,HR,Croatia,2024,,16529,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,HU,Hungary,2014,,33206,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,HU,Hungary,2019,,64810,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,HU,Hungary,2024,,71679,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,IE,Ireland,2014,,25953,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,IE,Ireland,2019,,48546,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,IE,Ireland,2024,,100543,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,IT,Italy,2014,,1496700,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,IT,Italy,2019,,865145,,b,break in time series,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,IT,Italy,2024,,1281561,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2014,,15088,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2019,,16532,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2024,,9853,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2014,,11166,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2019,,11823,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2024,,18417,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,LV,Latvia,2014,,297165,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,LV,Latvia,2019,,255550,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,LV,Latvia,2024,,174420,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,MT,Malta,2014,,3228,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,MT,Malta,2019,,10744,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,MT,Malta,2024,,32632,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2014,,41196,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2019,,58811,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2024,,168099,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,PL,Poland,2014,,49245,,p,provisional,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,PL,Poland,2019,,210461,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,PL,Poland,2024,,29820,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,PT,Portugal,2014,,136388,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,PT,Portugal,2019,,136744,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,PT,Portugal,2024,,407952,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,RO,Romania,2014,,8156,,e,estimated,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,RO,Romania,2019,,8630,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,RO,Romania,2024,,36407,,e,estimated,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,SE,Sweden,2014,,61552,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,SE,Sweden,2019,,61559,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,SE,Sweden,2024,,108022,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2014,,56940,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2019,,85867,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2024,,32962,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2014,,5211,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2019,,6828,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2024,,6066,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,AT,Austria,2014,,34395,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,AT,Austria,2019,,73789,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,AT,Austria,2024,,74819,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,BE,Belgium,2014,,96232,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,BE,Belgium,2019,,119173,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,BE,Belgium,2024,,126350,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2024,,1289,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2014,,1471,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2019,,2849,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2024,,2896,,,,,
dataflow,ESTAT:MIGR_POP7CTZ(1.0),"Population on 1 January by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2014,,3289,,,,,
