STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,citizen,Country of citizenship,agedef,Age definition,age,Age class,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2014,,8324,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2015,,8237,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2016,,7441,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2017,,8011,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2018,,10131,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2019,,11454,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2020,,10963,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2021,,14338,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2022,,18351,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2023,,18959,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2013,,4978,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2014,,5324,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2015,,4963,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2016,,5344,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2017,,4872,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2018,,4903,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2019,,5294,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2020,,2967,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2021,,3129,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2022,,855,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2023,,1743,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2013,,2281,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2014,,1930,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2015,,2069,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2016,,2274,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2017,,3059,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2018,,3405,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2019,,3935,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2020,,3461,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2021,,5422,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2022,,3983,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2023,,7735,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2013,,6336,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2014,,5781,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2015,,5646,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2016,,14176,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2017,,15977,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2018,,25877,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2019,,44701,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2020,,30076,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2021,,38441,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2022,,8170,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2023,,10524,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DE,Germany,2013,,79258,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DE,Germany,2014,,93069,,e,estimated,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DE,Germany,2015,,128183,,e,estimated,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DE,Germany,2016,,105987,,e,estimated,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DE,Germany,2017,,92840,,e,estimated,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DE,Germany,2018,,98723,,e,estimated,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DE,Germany,2019,,103314,,e,estimated,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DE,Germany,2020,,88928,,e,estimated,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DE,Germany,2021,,123763,,e,estimated,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DE,Germany,2022,,139892,,e,estimated,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DE,Germany,2023,,143188,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2013,,4143,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2014,,4207,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2015,,3556,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2016,,3987,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2017,,4809,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2018,,4419,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2019,,4241,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2020,,5719,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2021,,6596,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2022,,7353,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2023,,8961,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2013,,1095,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2014,,923,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2015,,2847,,b,break in time series,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2016,,3162,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2017,,3213,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2018,,4095,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2019,,4775,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2020,,3332,,,,,
