STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,citizen,Country of citizenship,age,Age class,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,AT,Austria,2021,,1517372,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,AT,Austria,2022,,1572316,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,AT,Austria,2023,,1714698,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,AT,Austria,2024,,1784881,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,1998,,903120,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,1999,,891980,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2000,,897110,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2001,,861192,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2002,,846287,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2003,,847932,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2004,,860287,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2005,,870862,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2006,,900473,,e,estimated,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2007,,932161,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2008,,971448,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2009,,1009055,,p,provisional,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2010,,1052844,,p,provisional,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2011,,1162608,,b,break in time series,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2012,,1197598,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2013,,1222741,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2014,,1237696,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2015,,1272751,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2016,,1327421,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2017,,1346358,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2018,,1366070,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2019,,1400238,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2020,,1437580,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2021,,1454039,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2022,,1488896,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2023,,1589004,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2024,,1633795,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2008,,36265,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2009,,37132,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2010,,38002,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2011,,38815,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2012,,39432,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2013,,44506,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2014,,53253,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2015,,63879,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2016,,71491,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2017,,76562,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2018,,82370,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2019,,91243,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2020,,100768,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2021,,108438,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2022,,63861,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2023,,83715,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2024,,119111,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,1998,,50000,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,1999,,53900,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2000,,57800,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2001,,61600,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2002,,66100,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2003,,72500,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2004,,83500,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2005,,98100,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2006,,110200,,e,estimated,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2007,,118100,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2008,,125300,,e,estimated,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2009,,124649,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2010,,163102,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2011,,167783,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2012,,172427,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2013,,170076,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2014,,159336,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2015,,144599,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2016,,139606,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2017,,140384,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2018,,149168,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2019,,155610,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2020,,161005,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2021,,165561,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2022,,170061,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2023,,219460,,b,break in time series,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CY,Cyprus,2024,,231985,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,1998,,210311,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,1999,,220187,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2000,,239198,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2001,,180242,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2002,,163805,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2003,,179154,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2004,,195394,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2005,,193467,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2006,,258325,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2007,,296202,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2008,,347649,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2009,,407541,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2010,,424419,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2011,,416737,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2012,,422966,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2013,,422280,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2014,,434581,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2015,,457323,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2016,,476345,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2017,,510841,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2018,,515422,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2019,,557458,,,,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),"Population on 1 January by age group, sex and citizenship",A,Annual,FOR_STLS,Foreign country and stateless,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2020,,586646,,,,,
